序号,省级地区,学校名称,学校标识码,主管部门,所在地,办学层次,备注
1128,安徽省,安徽林业职业技术学院,4134013848,安徽省,合肥市,专科,
1129,安徽省,安徽审计职业学院,4134013849,安徽省,合肥市,专科,
1130,安徽省,安徽新闻出版职业技术学院,4134013850,安徽省,合肥市,专科,
1131,安徽省,安徽邮电职业技术学院,4134013851,安徽省,合肥市,专科,
1132,安徽省,安徽工业职业技术学院,4134013852,安徽省,铜陵市,专科,
1133,安徽省,民办合肥财经职业学院,4134014058,安徽省教育厅,合肥市,专科,民办
1134,安徽省,安庆医药高等专科学校,4134014096,安徽省,安庆市,专科,
1135,安徽省,安徽涉外经济职业学院,4134014132,安徽省教育厅,合肥市,专科,民办
1136,安徽省,安徽绿海商务职业学院,4134014133,安徽省教育厅,合肥市,专科,民办
1137,安徽省,合肥共达职业技术学院,4134014135,安徽省教育厅,合肥市,专科,民办
1138,安徽省,蚌埠经济技术职业学院,4134014137,安徽省教育厅,蚌埠市,专科,民办
1139,安徽省,民办安徽旅游职业学院,4134014165,安徽省教育厅,阜阳市,专科,民办
1140,安徽省,徽商职业学院,4134014191,安徽省,合肥市,专科,
1141,安徽省,马鞍山职业技术学院,4134014192,安徽省,马鞍山市,专科,
1142,安徽省,安徽现代信息工程职业学院,4134014210,安徽省教育厅,淮南市,专科,民办
1143,安徽省,安徽矿业职业技术学院,4134014229,安徽省教育厅,淮北市,专科,民办
1144,安徽省,合肥信息技术职业学院,4134014230,安徽省教育厅,合肥市,专科,民办
1145,安徽省,桐城师范高等专科学校,4134014273,安徽省,安庆市,专科,
1146,安徽省,黄山职业技术学院,4134014296,安徽省,黄山市,专科,
1147,安徽省,滁州城市职业学院,4134014297,安徽省,滁州市,专科,
1148,安徽省,安徽汽车职业技术学院,4134014298,安徽省,合肥市,专科,
1149,安徽省,皖西卫生职业学院,4134014299,安徽省,六安市,专科,
1150,安徽省,合肥幼儿师范高等专科学校,4134014330,安徽省,合肥市,专科,
1151,安徽省,安徽扬子职业技术学院,4134014342,安徽省教育厅,芜湖市,专科,民办
1152,安徽省,安徽黄梅戏艺术职业学院,4134014378,安徽省,安庆市,专科,
1153,安徽省,安徽粮食工程职业学院,4134014418,安徽省,合肥市,专科,
1154,安徽省,安徽卫生健康职业学院,4134014419,安徽省,池州市,专科,
1155,安徽省,合肥科技职业学院,4134014420,安徽省教育厅,合肥市,专科,民办
1156,安徽省,皖北卫生职业学院,4134014502,安徽省,宿州市,专科,
1157,安徽省,阜阳幼儿师范高等专科学校,4134014536,安徽省,阜阳市,专科,
1158,安徽省,黄山健康职业学院,4134014704,安徽省教育厅,黄山市,专科,民办
1159,安徽省,宿州航空职业学院,4134014747,安徽省教育厅,宿州市,专科,民办
1160,安徽省,芜湖医药健康职业学院,4134014842,安徽省教育厅,芜湖市,专科,民办
1161,安徽省,芜湖航空职业学院,4134014843,安徽省教育厅,芜湖市,专科,民办
1162,安徽省,蚌埠城市轨道交通职业学院,4134014844,安徽省教育厅,蚌埠市,专科,民办
1163,安徽省,六安应用科技职业学院,4134014917,安徽省,六安市,专科,
1164,安徽省,安徽特殊教育职业学院,4134014957,安徽省,合肥市,专科,
1165,福建省,厦门大学,4135010384,教育部,厦门市,本科,
1166,福建省,华侨大学,4135010385,中央统战部,泉州市,本科,
1167,福建省,福州大学,4135010386,福建省,福州市,本科,
1168,福建省,福建理工大学,4135010388,福建省,福州市,本科,
1169,福建省,福建农林大学,4135010389,福建省,福州市,本科,
1170,福建省,集美大学,4135010390,福建省,厦门市,本科,
1171,福建省,福建医科大学,4135010392,福建省,福州市,本科,
1172,福建省,福建中医药大学,4135010393,福建省,福州市,本科,
1173,福建省,福建师范大学,4135010394,福建省,福州市,本科,
1174,福建省,闽江大学,4135010395,福建省,福州市,本科,
1175,福建省,武夷学院,4135010397,福建省,南平市,本科,
1176,福建省,宁德师范学院,4135010398,福建省,宁德市,本科,
1177,福建省,泉州师范学院,4135010399,福建省,泉州市,本科,
1178,福建省,闽南师范大学,4135010402,福建省,漳州市,本科,
1179,福建省,厦门理工学院,4135011062,福建省,厦门市,本科,
1180,福建省,三明学院,4135011311,福建省,三明市,本科,
1181,福建省,龙岩学院,4135011312,福建省,龙岩市,本科,
1182,福建省,福建商学院,4135011313,福建省,福州市,本科,
1183,福建省,福建警察学院,4135011495,福建省,福州市,本科,
1184,福建省,莆田学院,4135011498,福建省,莆田市,本科,
1185,福建省,仰恩大学,4135011784,福建省教育厅,泉州市,本科,民办
1186,福建省,厦门医学院,4135012631,福建省,厦门市,本科,
1187,福建省,厦门华厦学院,4135012709,福建省教育厅,厦门市,本科,民办
1188,福建省,闽南理工学院,4135012710,福建省教育厅,泉州市,本科,民办
1189,福建省,泉州职业技术大学,4135012928,福建省教育厅,泉州市,本科,民办
1190,福建省,闽南科技学院,4135012992,福建省教育厅,泉州市,本科,民办
1191,福建省,福州工商学院,4135012993,福建省教育厅,福州市,本科,民办
1192,福建省,厦门工学院,4135013115,福建省教育厅,厦门市,本科,民办
1193,福建省,阳光学院,4135013468,福建省教育厅,福州市,本科,民办
1194,福建省,厦门大学嘉庚学院,4135013469,福建省教育厅,漳州市,本科,民办
1195,福建省,福州大学至诚学院,4135013470,福建省教育厅,福州市,本科,民办
1196,福建省,集美大学诚毅学院,4135013471,福建省教育厅,厦门市,本科,民办
1197,福建省,福建师范大学协和学院,4135013472,福建省教育厅,福州市,本科,民办
1198,福建省,福州外语外贸学院,4135013762,福建省教育厅,福州市,本科,民办
1199,福建省,福建江夏学院,4135013763,福建省,福州市,本科,
1200,福建省,泉州信息工程学院,4135013766,福建省教育厅,泉州市,本科,民办
1201,福建省,福州理工学院,4135013773,福建省教育厅,福州市,本科,民办
1202,福建省,福建农林大学金山学院,4135014046,福建省教育厅,福州市,本科,民办
1203,福建省,福建技术师范学院,4135014683,福建省,福州市,本科,
1204,福建省,福建福耀科技大学,4135014896,福建省教育厅,福州市,本科,民办
1205,福建省,黎明职业大学,4135011317,福建省,泉州市,本科,
1206,福建省,福州职业技术大学,4135011502,福建省,福州市,本科,
1207,福建省,福建船政交通职业学院,4135010866,福建省,福州市,专科,
1208,福建省,漳州职业技术学院,4135011314,福建省,漳州市,专科,
1209,福建省,闽西职业技术学院,4135011315,福建省,龙岩市,专科,
1210,福建省,福建华南女子职业学院,4135011499,福建省教育厅,福州市,专科,民办
1211,福建省,福建林业职业技术学院,4135012625,福建省,南平市,专科,
1212,福建省,福建信息职业技术学院,4135012626,福建省,福州市,专科,
1213,福建省,福建水利电力职业技术学院,4135012627,福建省,三明市,专科,
1214,福建省,福建电力职业技术学院,4135012628,福建省,泉州市,专科,
1215,福建省,厦门海洋职业技术学院,4135012629,福建省,厦门市,专科,
1216,福建省,福建农业职业技术学院,4135012630,福建省,福州市,专科,
1217,福建省,福建卫生职业技术学院,4135012633,福建省,福州市,专科,
1218,福建省,泉州医学高等专科学校,4135012634,福建省,泉州市,专科,
1219,福建省,福州英华职业学院,4135012708,福建省教育厅,福州市,专科,民办
1220,福建省,泉州纺织服装职业学院,4135012711,福建省教育厅,泉州市,专科,民办
1221,福建省,泉州华光职业学院,4135012927,福建省教育厅,泉州市,专科,民办
1222,福建省,闽北职业技术学院,4135013764,福建省,南平市,专科,
1223,福建省,福州黎明职业技术学院,4135013765,福建省教育厅,福州市,专科,民办
1224,福建省,厦门演艺职业学院,4135013767,福建省教育厅,厦门市,专科,民办
1225,福建省,厦门华天涉外职业技术学院,4135013768,福建省教育厅,厦门市,专科,民办
1226,福建省,福州科技职业技术学院,4135013769,福建省教育厅,福州市,专科,民办
1227,福建省,泉州经贸职业技术学院,4135013770,福建省,泉州市,专科,
1228,福建省,湄洲湾职业技术学院,4135013772,福建省,莆田市,专科,
1229,福建省,福建生物工程职业技术学院,4135013969,福建省,福州市,专科,
1230,福建省,福建艺术职业学院,4135013970,福建省,福州市,专科,
1231,福建省,福建幼儿师范高等专科学校,4135013972,福建省,福州市,专科,
1232,福建省,厦门城市职业学院,4135013973,福建省,厦门市,专科,
1233,福建省,泉州工艺美术职业学院,4135013975,福建省,泉州市,专科,
1234,福建省,三明医学科技职业学院,4135013976,福建省,三明市,专科,
1235,福建省,宁德职业技术学院,4135013977,福建省,宁德市,专科,
1236,福建省,福州软件职业技术学院,4135013978,福建省教育厅,福州市,专科,民办
1237,福建省,厦门兴才职业技术学院,4135013979,福建省教育厅,厦门市,专科,民办
1238,福建省,厦门软件职业技术学院,4135014059,福建省教育厅,厦门市,专科,民办
1239,福建省,福建体育职业技术学院,4135014060,福建省,福州市,专科,
1240,福建省,漳州城市职业学院,4135014110,福建省,漳州市,专科,
1241,福建省,厦门南洋职业学院,4135014111,福建省教育厅,厦门市,专科,民办
1242,福建省,厦门东海职业技术学院,4135014112,福建省教育厅,厦门市,专科,民办
1243,福建省,漳州科技职业学院,4135014113,福建省教育厅,漳州市,专科,民办
1244,福建省,漳州理工职业学院,4135014115,福建省教育厅,漳州市,专科,民办
1245,福建省,武夷山职业学院,4135014116,福建省教育厅,南平市,专科,民办
1246,福建省,漳州卫生职业学院,4135014117,福建省,漳州市,专科,
1247,福建省,泉州海洋职业学院,4135014231,福建省教育厅,泉州市,专科,民办
1248,福建省,泉州轻工职业学院,4135014232,福建省教育厅,泉州市,专科,民办
1249,福建省,厦门安防科技职业学院,4135014257,福建省教育厅,厦门市,专科,民办
1250,福建省,泉州幼儿师范高等专科学校,4135014331,福建省,泉州市,专科,
1251,福建省,闽江师范高等专科学校,4135014490,福建省,福州市,专科,
1252,福建省,泉州工程职业技术学院,4135014503,福建省教育厅,泉州市,专科,民办
1253,福建省,福州墨尔本理工职业学院,4135016411,福建省教育厅,福州市,专科,中外合作办学及内地与港澳合作办学
1254,福建省,集美工业职业学院,4135014918,福建省,厦门市,专科,
1255,江西省,南昌大学,4136010403,江西省,南昌市,本科,
1256,江西省,华东交通大学,4136010404,江西省,南昌市,本科,
1257,江西省,东华理工大学,4136010405,江西省,抚州市,本科,
1258,江西省,南昌航空大学,4136010406,江西省,南昌市,本科,
1259,江西省,江西理工大学,4136010407,江西省,赣州市,本科,
1260,江西省,景德镇陶瓷大学,4136010408,江西省,景德镇市,本科,
1261,江西省,江西农业大学,4136010410,江西省,南昌市,本科,
1262,江西省,江西中医药大学,4136010412,江西省,南昌市,本科,
1263,江西省,赣南医科大学,4136010413,江西省,赣州市,本科,
1264,江西省,江西师范大学,4136010414,江西省,南昌市,本科,
1265,江西省,上饶师范学院,4136010416,江西省,上饶市,本科,
1266,江西省,宜春学院,4136010417,江西省,宜春市,本科,
1267,江西省,赣南师范大学,4136010418,江西省,赣州市,本科,
1268,江西省,井冈山大学,4136010419,江西省,吉安市,本科,
1269,江西省,江西财经大学,4136010421,江西省,南昌市,本科,
1270,江西省,江西科技学院,4136010846,江西省教育厅,南昌市,本科,民办
1271,江西省,景德镇学院,4136010894,江西省,景德镇市,本科,
1272,江西省,萍乡学院,4136010895,江西省,萍乡市,本科,
1273,江西省,江西科技师范大学,4136011318,江西省,南昌市,本科,
1274,江西省,江西水利电力大学,4136011319,江西省,南昌市,本科,
1275,江西省,江西警察学院,4136011504,江西省,南昌市,本科,
1276,江西省,新余学院,4136011508,江西省,新余市,本科,
1277,江西省,九江学院,4136011843,江西省,九江市,本科,
1278,江西省,江西工程学院,4136012766,江西省教育厅,新余市,本科,民办
1279,江西省,南昌理工学院,4136012795,江西省教育厅,南昌市,本科,民办
1280,江西省,江西应用科技学院,4136012938,江西省教育厅,南昌市,本科,民办
1281,江西省,江西服装学院,4136013418,江西省教育厅,南昌市,本科,民办
1282,江西省,南昌职业大学,4136013420,江西省教育厅,南昌市,本科,民办
1283,江西省,南昌工学院,4136013421,江西省教育厅,南昌市,本科,民办
1284,江西省,南昌大学科学技术学院,4136013429,江西省教育厅,南昌市,本科,民办
1285,江西省,南昌大学共青学院,4136013430,江西省教育厅,九江市,本科,民办
1286,江西省,南昌交通学院,4136013431,江西省教育厅,南昌市,本科,民办
1287,江西省,赣东学院,4136013432,江西省,抚州市,本科,
1288,江西省,南昌航空大学科技学院,4136013433,江西省教育厅,南昌市,本科,民办
1289,江西省,赣南科技学院,4136013434,江西省,赣州市,本科,
1290,江西省,景德镇艺术职业大学,4136013435,江西省教育厅,景德镇市,本科,民办
1291,江西省,江西农业大学南昌商学院,4136013436,江西省教育厅,南昌市,本科,民办
1292,江西省,南昌医学院,4136013437,江西省,南昌市,本科,
1293,江西省,江西师范大学科学技术学院,4136013438,江西省教育厅,南昌市,本科,民办
