univ_code,slug,name_cn,name_en,province,city,admin_type,category,level,education_level,current_rank,is_vocational,is_double_first_class,is_985,is_211,is_cooperative,is_private,is_independent_college
RC0185000,shanxi-youth-vocational-college,山西青年职业学院,,山西,太原市,,,专科,20,,true,false,false,false,false,false,false
RC0185100,yuncheng-vocational-nursing-college,运城护理职业学院,Yuncheng Vocational Nursing College,山西,运城市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0185200,yuncheng-advanced-normal-college,运城师范高等专科学校,Yuncheng Advanced Normal College,山西,运城市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0185300,shuozhou-normal-technical-college,朔州师范高等专科学校,Shuozhou Normal Technical College,山西,朔州市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0185400,lvliang-vocational-and-technical-college,吕梁职业技术学院,Lvliang Vocational And Technical College,山西,吕梁市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0185500,datong-normal-college,大同师范高等专科学校,Datong Normal College,山西,大同市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0185600,taiyuan-preschool-teachers-college,太原幼儿师范高等专科学校,Taiyuan Preschool Teachers College,山西,太原市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0185700,shanxi-engineering-vocational-college,山西工程职业学院,Shanxi Engineering Vocational College,山西,太原市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0185800,changzhi-preschool-education-college,长治幼儿师范高等专科学校,Changzhi Preschool Education College,山西,长治市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0185900,shanxi-general-aviation-polytechnic,山西通用航空职业技术学院,Shanxi General Aviation Polytechnic,山西,大同市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0186000,shuozhou-ceramic-vocational-technical-college,朔州陶瓷职业技术学院,Shuozhou Ceramic Vocational Technical College,山西,朔州市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0186100,shanxi-health-vocational-college,山西卫生健康职业学院,Shanxi Health Vocational College,山西,太原市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0186300,inner-mongolia-fengzhou-vocational-college,内蒙古丰州职业学院,Inner Mongolia Fengzhou Vocational College,内蒙古,呼和浩特市,民办高校,综合,专科,20,,true,false,false,false,false,true,false
RC0186400,baotou-vocational-technical-college,包头职业技术学院,Baotou Vocational & Technical College,内蒙古,包头市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0186700,baotou-light-industry-vocational-technical-college,包头轻工职业技术学院,Baotou Light Industry Vocational Technical College,内蒙古,包头市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0186800,inner-mongolia-electronic-information-vocational-technical-college,内蒙古电子信息职业技术学院,Inner Mongolia Electronic Information Vocational Technical College,内蒙古,呼和浩特市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0186900,inner-mongolia-technical-college-of-mechanics-electrics,内蒙古机电职业技术学院,Inner Mongolia Technical College Of Mechanics & Electrics,内蒙古,呼和浩特市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0187000,inner-mongolia-vocational-college-of-chemical-engineering,内蒙古化工职业学院,Inner Mongolia Vocational College Of Chemical Engineering,内蒙古,呼和浩特市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0187100,inner-mongolia-business-vocational-college,内蒙古商贸职业学院,Inner Mongolia Business Vocational College,内蒙古,呼和浩特市,地方公办,财经,专科,20,,true,false,false,false,false,false,false
RC0187200,xilingol-vocational-college,锡林郭勒职业学院,Xilingol Vocational College,内蒙古,锡林郭勒盟,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0187400,inner-mongolia-vocational-college-of-physical-education,内蒙古体育职业学院,Inner Mongolia Vocational College Of Physical Education,内蒙古,呼和浩特市,地方公办,体育,专科,20,,true,false,false,false,false,false,false
RC0187500,ulanqab-vocational-college,乌兰察布职业学院,Ulanqab Vocational College,内蒙古,乌兰察布市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0187600,tongliao-vocational-college,通辽职业学院,Tongliao Vocational College,内蒙古,通辽市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0187700,horqin-vocational-college-of-art,科尔沁艺术职业学院,Horqin Vocational College Of Art,内蒙古,通辽市,地方公办,文艺,专科,20,,true,false,false,false,false,false,false
RC0187800,inner-mongolia-jiaotong-vocational-and-technical-college-of-communication,内蒙古交通职业技术学院,Inner Mongolia Jiaotong Vocational And Technical College Of Communication,内蒙古,赤峰市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0187900,baotou-iron-and-steel-vocational-technical-college,包头钢铁职业技术学院,Baotou Iron and Steel Vocational Technical College,内蒙古,包头市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0188000,wuhai-vocational-and-technical-college,乌海职业技术学院,Wuhai Vocational And Technical College,内蒙古,乌海市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0188100,inner-mongolia-technical-and-vocational-college,内蒙古科技职业学院,Inner Mongolia Technical And Vocational College,内蒙古,呼和浩特市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0188200,inner-mongolia-northern-occupation-technique-college,内蒙古北方职业技术学院,Inner Mongolia Northern Occupation Technique College,内蒙古,呼和浩特市,民办高校,综合,专科,20,,true,false,false,false,false,true,false
RC0188300,chifeng-college-of-vocation-and-technology,赤峰职业技术学院,Chifeng College Of Vocation And Technology,内蒙古,赤峰市,民办高校,,专科,20,,true,false,false,false,false,true,false
RC0188400,inner-mongolia-vocational-institute-of-economy-trade-foreign-languages,内蒙古经贸外语职业学院,"Inner Mongolia Vocational Institute Of Economy, Trade & Foreign Languages",内蒙古,呼和浩特市,民办高校,,专科,20,,true,false,false,false,false,true,false
RC0188500,baotou-railway-vocational-technical-college,包头铁道职业技术学院,Baotou Railway Vocational & Technical College,内蒙古,包头市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0188600,wulanchabu-medical-college,乌兰察布医学高等专科学校,Wulanchabu Medical College,内蒙古,乌兰察布市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0188700,ordos-vocational-college,鄂尔多斯职业学院,Ordos Vocational College,内蒙古,鄂尔多斯市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0188800,inner-mongolia-industrial-college,内蒙古工业职业学院,Inner Mongolia Industrial College,内蒙古,呼和浩特市,民办高校,,专科,20,,true,false,false,false,false,true,false
RC0188900,hulunbeier-vocational-technical-college,呼伦贝尔职业技术学院,Hulunbuir Vocational Technical College,内蒙古,呼伦贝尔市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0189000,manzhouli-russian-language-vocational-institute,满洲里俄语职业学院,Manzhouli International Vocational Institute,内蒙古,呼伦贝尔市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0189100,inner-mongolia-energy-vocational-college,内蒙古能源职业学院,Inner Mongolia Energy Vocational College,内蒙古,呼和浩特市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0189200,chifeng-industrial-vocational-technical-college,赤峰工业职业技术学院,Chifeng Industrial Vocational Technical College,内蒙古,赤峰市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0189300,alashan-vocational-college,阿拉善职业技术学院,Alashan Vocational College,内蒙古,阿拉善盟,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0189400,inner-mongolia-art-vocational-college,内蒙古美术职业学院,Inner Mongolia Art Vocational College,内蒙古,巴彦淖尔市,民办高校,文艺,专科,20,,true,false,false,false,false,true,false
RC0189500,inner-mongolia-preschool-normal-college,内蒙古民族幼儿师范高等专科学校,Inner Mongolia Preschool Normal College,内蒙古,鄂尔多斯市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0189600,ordos-vocational-college-of-eco-environment,鄂尔多斯生态环境职业学院,Ordos Vocational College Of Eco-Environment,内蒙古,鄂尔多斯市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0189700,zhalantun-vocational-college,扎兰屯职业学院,Zhalantun Vocational College,内蒙古,呼伦贝尔市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0189800,chifeng-vocational-institute-of-applied-technology,赤峰应用技术职业学院,Chifeng Vocational Institute Of Applied Technology,内蒙古,赤峰市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0190000,fushun-teachers-college,抚顺师范高等专科学校,Fushun Teachers College,辽宁,抚顺市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0190100,jinzhou-normal-college,锦州师范高等专科学校,Jinzhou Normal College,辽宁,锦州市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0190200,yingkou-vocational-andtechnical-college,营口职业技术学院,Yingkou Vocational Andtechnical College,辽宁,营口市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0190300,tieling-normal-college,铁岭师范高等专科学校,Tieling Normal College,辽宁,铁岭市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0190400,dalian-vocational-technical-college,大连职业技术学院,Dalian Vocational Technical College,辽宁,大连市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0190500,liaoning-agricultural-college,辽宁农业职业技术学院,Liaoning Agricultural College,辽宁,营口市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0190600,fushun-vocational-technology-institute,抚顺职业技术学院,Fushun Vocational Technology Institute,辽宁,抚顺市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0190700,liaoyang-vocational-college-of-technology,辽阳职业技术学院,Liaoyang Vocational College Of Technology,辽宁,辽阳市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0190800,fuxin-higher-training-college,阜新高等专科学校,Fuxin Higher Training College,辽宁,阜新市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0190900,liaoning-provincial-college-of-communications,辽宁省交通高等专科学校,Liaoning Provincial College Of Communications,辽宁,沈阳市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0191000,liaoning-college-of-taxation,辽宁税务高等专科学校,Liaoning College Of Taxation,辽宁,大连市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0191100,panjin-vocational-and-technical-college,盘锦职业技术学院,Panjin Vocational And Technical College,辽宁,盘锦市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0191200,shenyang-aviation-professional-technology-institute,沈阳航空职业技术学院,Shenyang Aviation Professional Technology Institute,辽宁,沈阳市,地方公办,,专科,20,,true,false,false,false,false,false,false
RC0191300,liaoning-vocational-and-technical-college-of-sports,辽宁体育运动职业技术学院,Liaoning Vocational And Technical College Of Sports,辽宁,沈阳市,地方公办,,专科,20,,true,false,false,false,false,false,false
RC0191400,liaoning-vocational-college,辽宁职业学院,Liaoning Vocational College,辽宁,铁岭市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0191500,liaoning-vocational-college-of-ecological-engineering,辽宁生态工程职业学院,Liaoning Vocational College Of Ecological Engineering,辽宁,沈阳市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0191600,shenyang-polytechnic-college,沈阳职业技术学院,Shenyang Polytechnic College,辽宁,沈阳市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0191700,dalian-business-vocational-college,大连商务职业学院,Dalian Business Vocational College,辽宁,大连市,民办高校,,专科,20,,true,false,false,false,false,true,false
RC0191800,liaoning-finance-vocational-college,辽宁金融职业学院,Liaoning Finance Vocational College,辽宁,沈阳市,地方公办,财经,专科,20,,true,false,false,false,false,false,false
RC0191900,guidao-jiaotong-polytechnic-institute,辽宁轨道交通职业学院,Guidao Jiaotong Polytechnic Institute,辽宁,沈阳市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0192000,liaoning-advertising-vocational-college,辽宁广告职业学院,Liaoning Advertising Vocational College,辽宁,沈阳市,民办高校,文艺,专科,20,,true,false,false,false,false,true,false
RC0192100,liaoning-mechatronics-college,辽宁机电职业技术学院,Liaoning Mechatronics College,辽宁,丹东市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0192200,liaoning-economy-vocational-and-technical-college,辽宁经济职业技术学院,Liaoning Economy Vocational And Technical College,辽宁,沈阳市,地方公办,财经,专科,20,,true,false,false,false,false,false,false
RC0192300,liaoning-petrochemical-college,辽宁石化职业技术学院,Liaoning Petrochemical College,辽宁,锦州市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0192400,bohai-shipbuilding-vocational-college,渤海船舶职业学院,Bohai Shipbuilding Vocational College,辽宁,葫芦岛市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0192500,dalian-software-vocational-university,大连软件职业学院,Dalian Software Vocational University,辽宁,大连市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0192600,dalian-translation-and-interpretation-college,大连翻译职业学院,Dalian Translation And Interpretation College,辽宁,大连市,民办高校,,专科,20,,true,false,false,false,false,true,false
RC0192700,liaoning-vocational-college-of-business,辽宁商贸职业学院,Liaoning Vocational College Of Business,辽宁,沈阳市,地方公办,,专科,20,,true,false,false,false,false,false,false
RC0192800,dalian-maple-leaf-college-of-technology,大连枫叶职业技术学院,Dalian Maple Leaf College Of Technology,辽宁,大连市,民办高校,综合,专科,20,,true,false,false,false,false,true,false
RC0192900,liaoning-equipment-manufacturing-vocational-and-technical-college,辽宁装备制造职业技术学院,Liaoning Equipment Manufacturing Vocational And Technical College,辽宁,沈阳市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0193000,liaohe-petroleum-career-technical-college,辽河石油职业技术学院,Liaohe Petroleum Career Technical College,辽宁,盘锦市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0193100,liaoning-geology-engineering-vocational-college,辽宁地质工程职业学院,Liaoning Geology Engineering Vocational College,辽宁,丹东市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0193200,liaoning-railway-vocational-and-technical-college,辽宁铁道职业技术学院,Liaoning Railway Vocational And Technical College,辽宁,锦州市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0193300,liaoning-jianzhu-vocational-college,辽宁建筑职业学院,Liaoning Jianzhu Vocational College,辽宁,辽阳市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0193400,dalian-shipping-college,大连航运职业技术学院,Dalian Shipping College,辽宁,大连市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0193500,dalian-equipment-technical-college,大连装备制造职业技术学院,Dalian Equipment Technical College,辽宁,大连市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0193600,dalian-autovocational-technical-institute,大连汽车职业技术学院,Dalian Autovocational Technical Institute,辽宁,大连市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0193700,liaoning-vocational-and-technical-college-of-modern-service,辽宁现代服务职业技术学院,Liaoning Vocational And Technical College Of Modern Service,辽宁,沈阳市,地方公办,财经,专科,20,,true,false,false,false,false,false,false
RC0193800,liaoning-metallurgical-vocational-technical-college,辽宁冶金职业技术学院,Liaoning Metallurgical Vocational Technical College,辽宁,本溪市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0193900,liaoning-engineering-vocational-college,辽宁工程职业学院,Liaoning Engineering Vocational College,辽宁,铁岭市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0194000,liaoning-urban-construction-technical-college,辽宁城市建设职业技术学院,Liaoning Urban Construction Technical College,辽宁,沈阳市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0194100,liaoning-vocational-college-of-medicine,辽宁医药职业学院,Liaoning Vocational College Of Medicine,辽宁,沈阳市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0194200,tieling-health-vocational-college,铁岭卫生职业学院,Tieling Health Vocational College,辽宁,铁岭市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0194300,shenyang-northern-software-college-of-information-technology,沈阳北软信息职业技术学院,Shenyang Northern Software College Of Information Technology,辽宁,沈阳市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0194400,liaoning-administraters-college-of-police-and-justice,辽宁政法职业学院,Liaoning Administraters College Of Police And Justice,辽宁,沈阳市,地方公办,,专科,20,,true,false,false,false,false,false,false
RC0194500,liaoning-national-normal-college,辽宁民族师范高等专科学校,Liaoning National Normal College,辽宁,沈阳市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0194600,liaoning-vocational-college-of-light-industry,辽宁轻工职业学院,Liaoning Vocational College Of Light Industry,辽宁,大连市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0194700,liaoning-special-education-teachers-college,辽宁特殊教育师范高等专科学校,Liaoning Special Education Teachers College,辽宁,沈阳市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0194800,liaoning-normal-college,辽宁师范高等专科学校,Liaoning Normal College,辽宁,沈阳市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0194900,anshan-vocational-and-technical-college,鞍山职业技术学院,Anshan Vocational and Technical College,辽宁,鞍山市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0195000,changchun-normal-college,长春师范高等专科学校,Changchun Normal College,吉林,长春市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0195100,liao-yuan-vocational-technical-college,辽源职业技术学院,Liao Yuan Vocational Technical College,吉林,辽源市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0195200,siping-professional-college,四平职业大学,Siping Professional College,吉林,四平市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0195400,changchun-finance-college,长春金融高等专科学校,Changchun Finance College,吉林,长春市,地方公办,财经,专科,20,,true,false,false,false,false,false,false
RC0195500,changchun-medical-college,长春医学高等专科学校,Changchun Medical College,吉林,长春市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0195600,jilin-communications-polytechnic,吉林交通职业技术学院,Jilin Communications Polytechnic,吉林,长春市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0195700,changchun-dongfang-professional-college,长春医药职业学院,Changchun Medical Vocational College,吉林,长春市,民办高校,医药,专科,20,,true,false,false,false,false,true,false
RC0195800,the-judicial-jilin-police-college,吉林司法警官职业学院,The Judicial Jilin Police College,吉林,长春市,地方公办,政法,专科,20,,true,false,false,false,false,false,false
RC0195900,jilin-college-of-electronic-information,吉林电子信息职业技术学院,Jilin College Of Electronic Information,吉林,吉林市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0196000,jilin-vocational-college-of-industry-and-technology,吉林工业职业技术学院,Jilin Vocational College Of Industry And Technology,吉林,吉林市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0196100,jilin-engineering-vocational-college,吉林工程职业学院,Jilin Engineering Vocational College,吉林,四平市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0196300,baicheng-medical-college,白城医学高等专科学校,Baicheng Medical College,吉林,白城市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0196400,changchun-information-technology-college,长春信息技术职业学院,Changchun Information Technology College,吉林,长春市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0196500,songyuan-vocational-technical-college,松原职业技术学院,Songyuan Vocational Technical College,吉林,松原市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0196700,baicheng-vocational-and-technical-college,白城职业技术学院,Baicheng Vocational and Technical College,吉林,白城市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0196800,changbaishan-vocational-technical-college,长白山职业技术学院,Changbaishan Vocational Technical College,吉林,白山市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0196900,jilin-science-and-technology-vocational-college,吉林科技职业技术学院,Jilin Science And Technology Vocational College,吉林,长春市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0197000,yanbian-vocational-technical-college,延边职业技术学院,Yanbian Vocational & Technical College,吉林,延边朝鲜族自治州,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0197100,jilin-institute-of-urban-vocational-technology,吉林城市职业技术学院,Jilin Institute Of Urban Vocational Technology,吉林,长春市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0197200,jilin-vocational-and-technical-college,吉林职业技术学院,Jilin Vocational And Technical College,吉林,延边朝鲜族自治州,民办高校,综合,专科,20,,true,false,false,false,false,true,false
RC0197300,jilin-polytechnic-of-water-resources-and-electric-engineering,吉林水利电力职业学院,Jilin Polytechnic Of Water Resources And Electric Engineering,吉林,长春市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0197400,changchun-vocational-college-of-health,长春健康职业学院,Changchun Vocational College Of Health,吉林,长春市,民办高校,综合,专科,20,,true,false,false,false,false,true,false
RC0197500,changchun-early-education-vocational-institute,长春早期教育职业学院,Changchun Early Education Vocational Institute,吉林,长春市,民办高校,师范,专科,20,,true,false,false,false,false,true,false
RC0197600,meihekou-kangmei-vocational-and-technical-college,梅河口康美职业技术学院,Meihekou Kangmei Vocational And Technical College,吉林,通化市,民办高校,医药,专科,20,,true,false,false,false,false,true,false
RC0197700,jilin-general-aviation-vocational-and-technical-college,吉林通用航空职业技术学院,Jilin General Aviation Vocational And Technical College,吉林,吉林市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0197800,tong-hua-yi-yao-jian-kang-zhi-ye-xue-yuan,通化医药健康职业学院,Tong Hua Yi Yao Jian Kang Zhi Ye Xue Yuan,吉林,通化市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0197900,qiqihar-teachers-college,齐齐哈尔高等师范专科学校,Qiqihar Teachers College,黑龙江,齐齐哈尔市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0198000,yichun-vocational-college,伊春职业学院,Yichun Vocational College,黑龙江,伊春市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0198100,mudanjiang-university,牡丹江大学,Mudanjiang University,黑龙江,牡丹江市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0198200,heilongjiang-polytechnic,黑龙江职业学院,Heilongjiang Polytechnic,黑龙江,哈尔滨市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0198400,heilongjiang-vocational-college-of-art,黑龙江艺术职业学院,Heilongjiang Vocational College Of Art,黑龙江,哈尔滨市,地方公办,文艺,专科,20,,true,false,false,false,false,false,false
RC0198500,daqing-vocational-college,大庆职业学院,Daqing Vocational College,黑龙江,大庆市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0198600,heilongjiang-forestry-vocational-technical-college,黑龙江林业职业技术学院,Heilongjiang Forestry Vocational-Technical College,黑龙江,牡丹江市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0198700,heilongjiang-vocational-college-of-agricultural-and-technology,黑龙江农业职业技术学院,Heilongjiang Vocational College Of Agricultural And Technology,黑龙江,佳木斯市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0198900,heilongjiang-agricultural-reclamation-vocational-college-arvc,黑龙江农垦职业学院,Heilongjiang Agricultural Reclamation Vocational College，Arvc,黑龙江,哈尔滨市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0199000,the-professional-judicial-police-college-of-heilongjiang,黑龙江司法警官职业学院,The Professional Judicial Police College Of Heilongjiang,黑龙江,哈尔滨市,地方公办,政法,专科,20,,true,false,false,false,false,false,false
RC0199100,hegang-teachers-college,鹤岗师范高等专科学校,Hegang Teachers College,黑龙江,鹤岗市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0199200,harbin-electric-power-vocational-technology-college,哈尔滨电力职业技术学院,Harbin Electric Power Vocational Technology College,黑龙江,哈尔滨市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0199300,harbin-railway-technical-college,哈尔滨铁道职业技术学院,Harbin Railway Technical College,黑龙江,哈尔滨市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0199400,vocational-college-daxingan-mountains,大兴安岭职业学院,Vocational College Daxing'An Mountains,黑龙江,大兴安岭地区,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0199500,heilongjiang-agricultural-economyvocational-college,黑龙江农业经济职业学院,Heilongjiang Agricultural Economyvocational College,黑龙江,牡丹江市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0199700,media-professional-college-of-harbin,哈尔滨传媒职业学院,Media Professional College Of Harbin,黑龙江,哈尔滨市,民办高校,文艺,专科,20,,true,false,false,false,false,true,false
RC0199900,heilongjiang-vocational-college-of-commerce,黑龙江商业职业学院,Heilongjiang Vocational College Of Commerce,黑龙江,牡丹江市,地方公办,财经,专科,20,,true,false,false,false,false,false,false
RC0200000,heilongjiang-police-college,黑龙江公安警官职业学院,Heilongjiang Police College,黑龙江,哈尔滨市,地方公办,政法,专科,20,,true,false,false,false,false,false,false
RC0200100,harbin-city-vocational-college,哈尔滨城市职业学院,Harbin City Vocational College,黑龙江,哈尔滨市,民办高校,综合,专科,20,,true,false,false,false,false,true,false
RC0200300,heilongjiang-vocational-college-of-tourism,黑龙江旅游职业技术学院,Heilongjiang Vocational College Of Tourism,黑龙江,哈尔滨市,地方公办,财经,专科,20,,true,false,false,false,false,false,false
RC0200400,heilongjiang-sanjiang-vocational-college-of-fine-arts,黑龙江三江美术职业学院,Heilongjiang Sanjiang Vocational College Of Fine Arts,黑龙江,佳木斯市,民办高校,文艺,专科,20,,true,false,false,false,false,true,false
RC0200500,heilongjiang-vocational-institute-ecological-engineering,黑龙江生态工程职业学院,Heilongjiang Vocational Institute Ecological Engineering,黑龙江,哈尔滨市,地方公办,农林,专科,20,,true,false,false,false,false,false,false
RC0200600,heilongjiang-energy-career-academy,黑龙江能源职业学院,Heilongjiang Energy Career Academy,黑龙江,双鸭山市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0200700,qitaihe-vocational-college,七台河职业学院,Qitaihe Vocational College,黑龙江,七台河市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0200800,heilongjiang-vocational-college-for-nationalities,黑龙江民族职业学院,Heilongjiang Vocational College For Nationalities,黑龙江,哈尔滨市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0200900,daqing-medical-college,大庆医学高等专科学校,Daqing Medical College,黑龙江,大庆市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0201000,heilongjiang-communications-polytechnic,黑龙江交通职业技术学院,Heilongjiang Communications Polytechnic,黑龙江,哈尔滨市,地方公办,理工,专科,20,,true,false,false,false,false,false,false
RC0201100,harbin-applied-vocational-and-technical-college,哈尔滨应用职业技术学院,Harbin Applied Vocational And Technical College,黑龙江,哈尔滨市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0201200,heilongjiang-preschool-education-college,黑龙江幼儿师范高等专科学校,Heilongjiang Preschool Education College,黑龙江,牡丹江市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0201300,harbin-vocational-college-of-science-and-technology,哈尔滨科学技术职业学院,Harbin Vocational College Of Science And Technology,黑龙江,哈尔滨市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0201400,jiamusi-vocational-college,佳木斯职业学院,Jiamusi Vocational College,黑龙江,佳木斯市,地方公办,综合,专科,20,,true,false,false,false,false,false,false
RC0201500,heilongjiang-nursing-college,黑龙江护理高等专科学校,Heilongjiang Nursing College,黑龙江,哈尔滨市,地方公办,医药,专科,20,,true,false,false,false,false,false,false
RC0201600,qiqihar-polytechnic-college,齐齐哈尔理工职业学院,Qiqihar Polytechnic College,黑龙江,齐齐哈尔市,民办高校,理工,专科,20,,true,false,false,false,false,true,false
RC0201700,harbin-preschool-teachers-college,哈尔滨幼儿师范高等专科学校,Harbin Preschool Teachers College,黑龙江,哈尔滨市,地方公办,师范,专科,20,,true,false,false,false,false,false,false
RC0201800,heilongjiang-vocational-college-of-winter-sport,黑龙江冰雪体育职业学院,Heilongjiang Vocational College Of Winter Sport,黑龙江,哈尔滨市,地方公办,体育,专科,20,,true,false,false,false,false,false,false
