univ_code,slug,name_cn,name_en,province,city,admin_type,category,level,education_level,current_rank,is_vocational,is_double_first_class,is_985,is_211,is_cooperative,is_private,is_independent_college
RC00001,tsinghua-university,清华大学,Tsinghua University,北京,北京市,教育部直属,综合,双一流,10,1,false,true,true,true,false,false,false
RC00002,peking-university,北京大学,Peking University,北京,北京市,教育部直属,综合,双一流,10,2,false,true,true,true,false,false,false
RC00003,zhejiang-university,浙江大学,Zhejiang University,浙江,杭州市,教育部直属,综合,双一流,10,3,false,true,true,true,false,false,false
RC00005,shanghai-jiao-tong-university,上海交通大学,Shanghai Jiao Tong University,上海,上海市,教育部直属,综合,双一流,10,4,false,true,true,true,false,false,false
RC00004,fudan-university,复旦大学,Fudan University,上海,上海市,教育部直属,综合,双一流,10,5,false,true,true,true,false,false,false
RC00009,nanjing-university,南京大学,Nanjing University,江苏,南京市,教育部直属,综合,双一流,10,6,false,true,true,true,false,false,false
RC00006,university-of-science-and-technology-of-china,中国科学技术大学,University of Science and Technology of China,安徽,合肥市,中央部属,理工,双一流,10,7,false,true,true,true,false,false,false
RC00020,wuhan-university,武汉大学,Wuhan University,湖北,武汉市,教育部直属,综合,双一流,10,8,false,true,true,true,false,false,false
RC00010,huazhong-university-of-science-and-technology,华中科技大学,Huazhong University of Science and Technology,湖北,武汉市,教育部直属,综合,双一流,10,9,false,true,true,true,false,false,false
RC00012,xian-jiaotong-university,西安交通大学,Xi'an Jiaotong University,陕西,西安市,教育部直属,综合,双一流,10,10,false,true,true,true,false,false,false
RC00013,beihang-university,北京航空航天大学,Beihang University,北京,北京市,中央部属,理工,双一流,10,11,false,true,true,true,false,false,false
RC00008,harbin-institute-of-technology,哈尔滨工业大学,Harbin Institute of Technology,黑龙江,哈尔滨市,中央部属,理工,双一流,10,12,false,true,true,true,false,false,false
RC00007,sun-yat-sen-university,中山大学,Sun Yat-sen University,广东,广州市,教育部直属,综合,双一流,10,13,false,true,true,true,false,false,false
RC00036,beijing-institute-of-technology,北京理工大学,Beijing Institute of Technology,北京,北京市,中央部属,理工,双一流,10,14,false,true,true,true,false,false,false
RC00039,peking-union-medical-college,北京协和医学院,Peking Union Medical College,北京,北京市,中央部属,医药,双一流,10,医1,false,true,false,false,false,false,false
RC00018,southeast-university,东南大学,Southeast University,江苏,南京市,教育部直属,综合,双一流,10,15,false,true,true,true,false,false,false
RC00011,sichuan-university,四川大学,Sichuan University,四川,成都市,教育部直属,综合,双一流,10,16,false,true,true,true,false,false,false
RC00085,renmin-university-of-china,中国人民大学,Renmin University of China,北京,北京市,教育部直属,综合,双一流,10,17,false,true,true,true,false,false,false
RC00026,tongji-university,同济大学,Tongji University,上海,上海市,教育部直属,综合,双一流,10,18,false,true,true,true,false,false,false
RC00014,beijing-normal-university,北京师范大学,Beijing Normal University,北京,北京市,教育部直属,师范,双一流,10,19,false,true,true,true,false,false,false
RC00015,tianjin-university,天津大学,Tianjin University,天津,天津市,教育部直属,理工,双一流,10,20,false,true,true,true,false,false,false
RC00025,nankai-university,南开大学,Nankai University,天津,天津市,教育部直属,综合,双一流,10,21,false,true,true,true,false,false,false
RC00031,shandong-university,山东大学,Shandong University,山东,济南市,教育部直属,综合,双一流,10,22,false,true,true,true,false,false,false
RC00034,northwestern-polytechnical-university,西北工业大学,Northwestern Polytechnical University,陕西,西安市,中央部属,理工,双一流,10,23,false,true,true,true,false,false,false
RC00024,china-agricultural-university,中国农业大学,China Agricultural University,北京,北京市,教育部直属,农业,双一流,10,24,false,true,true,true,false,false,false
RC00030,xiamen-university,厦门大学,Xiamen University,福建,厦门市,教育部直属,综合,双一流,10,25,false,true,true,true,false,false,false
RC00017,jilin-university,吉林大学,Jilin University,吉林,长春市,教育部直属,综合,双一流,10,26,false,true,true,true,false,false,false
RC00021,central-south-university,中南大学,Central South University,湖南,长沙市,教育部直属,综合,双一流,10,27,false,true,true,true,false,false,false
RC00016,dalian-university-of-technology,大连理工大学,Dalian University of Technology,辽宁,大连市,教育部直属,理工,双一流,10,28,false,true,true,true,false,false,false
RC00042,east-china-normal-university,华东师范大学,East China Normal University,上海,上海市,教育部直属,师范,双一流,10,29,false,true,true,true,false,false,false
RC00064,southern-university-of-science-and-technology,南方科技大学,Southern University of Science and Technology,广东,深圳市,地方公办,综合,双一流,10,30,false,true,false,false,false,false,false
RC00033,hunan-university,湖南大学,Hunan University,湖南,长沙市,教育部直属,综合,双一流,10,31,false,true,true,true,false,false,false
RC00022,south-china-university-of-technology,华南理工大学,South China University of Technology,广东,广州市,教育部直属,理工,双一流,10,32,false,true,true,true,false,false,false
RC00023,university-of-electronic-science-and-technology-of-china,电子科技大学,University of Electronic Science and Technology of China,四川,成都市,教育部直属,理工,双一流,10,33,false,true,true,true,false,false,false
RC00052,chongqing-university,重庆大学,Chongqing University,重庆,重庆市,教育部直属,综合,双一流,10,34,false,true,true,true,false,false,false
RC00037,university-of-science-and-technology-beijing,北京科技大学,University of Science and Technology Beijing,北京,北京市,教育部直属,理工,双一流,10,35,false,true,false,true,false,false,false
RC00335,shanghai-university-of-finance-and-economics,上海财经大学,Shanghai University of Finance and Economics,上海,上海市,教育部直属,财经,双一流,10,财1,false,true,false,true,false,false,false
RC00028,nanjing-university-of-science-and-technology,南京理工大学,Nanjing University of Science & Technology,江苏,南京市,中央部属,理工,双一流,10,36,false,true,false,true,false,false,false
RC00044,nanjing-university-of-aeronautics-and-astronautics,南京航空航天大学,Nanjing University of Aeronautics and Astronautics,江苏,南京市,中央部属,理工,双一流,10,37,false,true,false,true,false,false,false
RC00040,capital-medical-university,首都医科大学,Capital Medical University,北京,北京市,地方公办,医药,地方公办,10,医2,false,false,false,false,false,false,false
RC00053,northeastern-university,东北大学,Northeastern University,辽宁,沈阳市,教育部直属,理工,双一流,10,38,false,true,true,true,false,false,false
RC00080,xidian-university,西安电子科技大学,Xidian University,陕西,西安市,教育部直属,理工,双一流,10,39,false,true,false,true,false,false,false
RC00927,the-chinese-university-of-hong-kong-shenzhen,香港中文大学（深圳）,"The Chinese University of Hong Kong, Shenzhen",广东,深圳市,中外合作,综合,合作高校,10,合作1,false,false,false,false,true,false,false
RC00035,lanzhou-university,兰州大学,Lanzhou University,甘肃,兰州市,教育部直属,综合,双一流,10,40,false,true,true,true,false,false,false
RC00054,beijing-jiaotong-university,北京交通大学,Beijing Jiaotong University,北京,北京市,教育部直属,理工,双一流,10,41,false,true,false,true,false,false,false
RC00027,east-china-university-of-science-and-technology,华东理工大学,East China University of Science and Technology,上海,上海市,教育部直属,理工,双一流,10,42,false,true,false,true,false,false,false
RC00062,southern-medical-university,南方医科大学,Southern Medical University,广东,广州市,地方公办,医药,地方公办,10,医3,false,false,false,false,false,false,false
RC00139,central-university-of-finance-and-economics,中央财经大学,Central University of Finance and Economics,北京,北京市,教育部直属,财经,双一流,10,财2,false,true,false,true,false,false,false
RC00041,harbin-engineering-university,哈尔滨工程大学,Harbin Engineering University,黑龙江,哈尔滨市,中央部属,理工,双一流,10,43,false,true,false,true,false,false,false
RC00059,zhengzhou-university,郑州大学,Zhengzhou University,河南,郑州市,地方公办,综合,双一流,10,44,false,true,false,true,false,false,false
RC00051,huazhong-agricultural-university,华中农业大学,Huazhong Agricultural University,湖北,武汉市,教育部直属,农业,双一流,10,45,false,true,false,true,false,false,false
RC00047,nanjing-medical-university,南京医科大学,Nanjing Medical University,江苏,南京市,地方公办,医药,双一流,10,医4,false,true,false,false,false,false,false
RC00019,soochow-university-china,苏州大学,Soochow University,江苏,苏州市,地方公办,综合,双一流,10,46,false,true,false,true,false,false,false
RC00347,shanghaitech-university,上海科技大学,ShanghaiTech University,上海,上海市,地方公办,综合,双一流,10,47,false,true,false,false,false,false,false
RC00070,northeast-normal-university,东北师范大学,Northeast Normal University,吉林,长春市,教育部直属,师范,双一流,10,48,false,true,false,true,false,false,false
RC00097,southwest-jiaotong-university,西南交通大学,Southwest Jiaotong University,四川,成都市,教育部直属,理工,双一流,10,49,false,true,false,true,false,false,false
RC00100,beijing-university-of-posts-and-telecommunications,北京邮电大学,Beijing University of Posts and Telecommunications,北京,北京市,教育部直属,理工,双一流,10,50,false,true,false,true,false,false,false
RC00058,ocean-university-of-china,中国海洋大学,Ocean University of China,山东,青岛市,教育部直属,综合,双一流,10,51,false,true,true,true,false,false,false
RC00075,jiangnan-university,江南大学,Jiangnan University,江苏,无锡市,教育部直属,综合,双一流,10,52,false,true,false,true,false,false,false
RC00109,central-china-normal-university,华中师范大学,Central China Normal University,湖北,武汉市,教育部直属,师范,双一流,10,53,false,true,false,true,false,false,false
RC00032,wuhan-university-of-technology,武汉理工大学,Wuhan University of Technology,湖北,武汉市,教育部直属,理工,双一流,10,54,false,true,false,true,false,false,false
RC00029,nanjing-agricultural-university,南京农业大学,Nanjing Agricultural University,江苏,南京市,教育部直属,农业,双一流,10,55,false,true,false,true,false,false,false
RC00049,china-university-of-geosciences-wuhan,中国地质大学（武汉）,China University of Geosciences,湖北,武汉市,教育部直属,理工,双一流,10,56,false,true,false,true,false,false,false
RC00155,china-university-of-political-science-and-law,中国政法大学,China University of Political Science and Law,北京,北京市,教育部直属,政法,双一流,10,政1,false,true,false,true,false,false,false
RC00038,beijing-university-of-chemical-technology,北京化工大学,Beijing University of Chemical Technology,北京,北京市,教育部直属,理工,双一流,10,57,false,true,false,true,false,false,false
RC00140,university-of-international-business-and-economics,对外经济贸易大学,University of International Business and Economics,北京,北京市,教育部直属,财经,双一流,10,财3,false,true,false,true,false,false,false
RC00548,zhongnan-university-of-economics-and-law,中南财经政法大学,Zhongnan University of Economics and Law,湖北,武汉市,教育部直属,财经,双一流,10,财4,false,true,false,true,false,false,false
RC00088,nanjing-normal-university,南京师范大学,Nanjing Normal University,江苏,南京市,地方公办,师范,双一流,10,58,false,true,false,true,false,false,false
RC00060,jinan-university,暨南大学,Jinan University,广东,广州市,中央部属,综合,双一流,10,59,false,true,false,true,false,false,false
RC00043,shanghai-university,上海大学,Shanghai University,上海,上海市,地方公办,综合,双一流,10,60,false,true,false,true,false,false,false
RC00068,tianjin-medical-university,天津医科大学,Tianjin Medical University,天津,天津市,地方公办,医药,双一流,10,医5,false,true,false,true,false,false,false
RC00079,southwest-university,西南大学,Southwest University,重庆,重庆市,教育部直属,综合,双一流,10,61,false,true,false,true,false,false,false
RC00066,china-university-of-petroleum-beijing,中国石油大学（北京）,"China University of Petroleum, Beijing",北京,北京市,教育部直属,理工,双一流,10,62,false,true,false,true,false,false,false
RC00069,china-medical-university-shenyang,中国医科大学,China Medical University (Shenyang),辽宁,沈阳市,地方公办,医药,地方公办,10,医6,false,false,false,false,false,false,false
RC00087,hohai-university,河海大学,Hohai University,江苏,南京市,教育部直属,理工,双一流,10,63,false,true,false,true,false,false,false
RC00112,shaanxi-normal-university,陕西师范大学,Shaanxi Normal University,陕西,西安市,教育部直属,师范,双一流,10,63,false,true,false,true,false,false,false
RC00113,beijing-university-of-chinese-medicine,北京中医药大学,Beijing University of Chinese Medicine,北京,北京市,教育部直属,中医药,双一流,10,中医1,false,true,false,true,false,false,false
RC00055,beijing-university-of-technology,北京工业大学,Beijing University of Technology,北京,北京市,地方公办,理工,双一流,10,65,false,true,false,true,false,false,false
RC00870,university-of-nottingham-ningbo-china,宁波诺丁汉大学,University of Nottingham Ningbo China,浙江,宁波市,中外合作,综合,合作高校,10,合作2,false,false,false,false,true,false,false
RC00367,shenzhen-university,深圳大学,Shenzhen University,广东,深圳市,地方公办,综合,地方公办,10,66,false,false,false,false,false,false,false
RC00658,southwestern-university-of-finance-and-economics,西南财经大学,Southwestern University of Finance and Economics,四川,成都市,教育部直属,财经,双一流,10,财5,false,true,false,true,false,false,false
RC00073,china-university-of-mining-and-technology-xuzhou,中国矿业大学,China University of Mining and Technology,江苏,徐州市,教育部直属,理工,双一流,10,67,false,true,false,true,false,false,false
RC00083,zhejiang-university-of-technology,浙江工业大学,Zhejiang University of Technology,浙江,杭州市,地方公办,理工,地方公办,10,68,false,false,false,false,false,false,false
RC00063,northwest-a-f-university,西北农林科技大学,Northwest A&F University,陕西,咸阳市,教育部直属,农业,双一流,10,69,false,true,true,true,false,false,false
RC00332,shanghai-university-of-traditional-chinese-medicine,上海中医药大学,Shanghai University of Traditional Chinese Medicine,上海,上海市,地方公办,中医药,双一流,10,中医2,false,true,false,false,false,false,false
RC00081,northwest-university,西北大学,Northwest University,陕西,西安市,地方公办,综合,双一流,10,70,false,true,false,true,false,false,false
RC00098,yunnan-university,云南大学,Yunnan University,云南,昆明市,地方公办,综合,双一流,10,71,false,true,false,true,false,false,false
RC00071,donghua-university,东华大学,Donghua University,上海,上海市,教育部直属,理工,双一流,10,72,false,true,false,true,false,false,false
RC00067,china-university-of-petroleum-huadong,中国石油大学（华东）,China University of Petroleum (East China),山东,青岛市,教育部直属,理工,双一流,10,73,false,true,false,true,false,false,false
RC00092,nanchang-university,南昌大学,Nanchang University,江西,南昌市,地方公办,综合,双一流,10,74,false,true,false,true,false,false,false
RC00050,china-university-of-geosciences-beijing,中国地质大学（北京）,China University of Geosciences Beijing,北京,北京市,教育部直属,理工,双一流,10,75,false,true,false,true,false,false,false
RC00074,china-university-of-mining-and-technology-beijing,中国矿业大学（北京）,China University of Mining and Technology-Beijing,北京,北京市,教育部直属,理工,双一流,10,76,false,true,false,true,false,false,false
RC00078,fuzhou-university,福州大学,Fuzhou University,福建,福州市,地方公办,理工,双一流,10,77,false,true,false,true,false,false,false
RC00106,ningbo-university,宁波大学,Ningbo University,浙江,宁波市,地方公办,综合,双一流,10,78,false,true,false,false,false,false,false
RC00860,new-york-university-shanghai,上海纽约大学,NYU Shanghai,上海,上海市,中外合作,综合,合作高校,10,合作3,false,false,false,false,true,false,false
RC00110,south-china-normal-university,华南师范大学,South China Normal University,广东,广州市,地方公办,师范,双一流,10,79,false,true,false,true,false,false,false
RC00095,guangzhou-medical-university,广州医科大学,Guangzhou Medical University,广东,广州市,地方公办,医药,双一流,10,医7,false,true,false,false,false,false,false
RC00086,harbin-medical-university,哈尔滨医科大学,Harbin Medical University,黑龙江,哈尔滨市,地方公办,医药,地方公办,10,医8,false,false,false,false,false,false,false
RC00135,beijing-foreign-studies-university,北京外国语大学,Beijing Foreign Studies University,北京,北京市,教育部直属,语言,双一流,10,语1,false,true,false,true,false,false,false
RC00154,minzu-university-of-china,中央民族大学,Minzu University of China,北京,北京市,中央部属,民族,双一流,10,民1,false,true,true,true,false,false,false
RC00057,hefei-university-of-technology,合肥工业大学,Hefei University of Technology,安徽,合肥市,教育部直属,理工,双一流,10,80,false,true,false,true,false,false,false
RC00046,jiangsu-university,江苏大学,Jiangsu University,江苏,镇江市,地方公办,综合,地方公办,10,81,false,false,false,false,false,false,false
RC00096,chongqing-medical-university,重庆医科大学,Chongqing Medical University,重庆,重庆市,地方公办,医药,地方公办,10,医9,false,false,false,false,false,false,false
RC00268,dongbei-university-of-finance-and-economics,东北财经大学,Dongbei University of Finance and Economics,辽宁,大连市,地方公办,财经,地方公办,10,财6,false,false,false,false,false,false,false
RC00334,shanghai-international-studies-university,上海外国语大学,Shanghai International Studies University,上海,上海市,教育部直属,语言,双一流,10,语2,false,true,false,true,false,false,false
RC00117,nanjing-university-of-posts-and-telecommunications,南京邮电大学,Nanjing University of Posts and Telecommunications,江苏,南京市,地方公办,理工,双一流,10,82,false,true,false,false,false,false,false
RC00138,communication-university-of-china,中国传媒大学,Communication University of China,北京,北京市,教育部直属,语言,双一流,10,语3,false,true,false,true,false,false,false
RC00101,beijing-forestry-university,北京林业大学,Beijing Forestry University,北京,北京市,教育部直属,林业,双一流,10,83,false,true,false,true,false,false,false
RC00056,north-china-electric-power-university,华北电力大学,North China Electric Power University,北京,北京市,教育部直属,理工,双一流,10,84,false,true,false,true,false,false,false
RC00111,guizhou-university,贵州大学,Guizhou University,贵州,贵阳市,地方公办,综合,双一流,10,85,false,true,false,true,false,false,false
RC00123,guangxi-university,广西大学,Guangxi University,广西,南宁市,地方公办,综合,双一流,10,86,false,true,false,true,false,false,false
RC00640,hainan-university,海南大学,Hainan University,海南,海口市,地方公办,综合,双一流,10,87,false,true,false,true,false,false,false
RC00045,nanjing-tech-university,南京工业大学,Nanjing Tech University,江苏,南京市,地方公办,理工,地方公办,10,88,false,false,false,false,false,false,false
RC00105,china-pharmaceutical-university,中国药科大学,China Pharmaceutical University,江苏,南京市,教育部直属,医药,双一流,10,医10,false,true,false,true,false,false,false
RC00727,changan-university,长安大学,Chang'an University,陕西,西安市,教育部直属,理工,双一流,10,89,false,true,false,true,false,false,false
RC00429,fujian-normal-university,福建师范大学,Fujian Normal University,福建,福州市,地方公办,师范,地方公办,10,90,false,false,false,false,false,false,false
RC00380,zhejiang-normal-university,浙江师范大学,Zhejiang Normal University,浙江,金华市,地方公办,师范,地方公办,10,91,false,false,false,false,false,false,false
RC00077,wenzhou-medical-university,温州医科大学,Wenzhou Medical University,浙江,温州市,地方公办,医药,地方公办,10,医11,false,false,false,false,false,false,false
RC00121,hunan-normal-university,湖南师范大学,Hunan Normal University,湖南,长沙市,地方公办,师范,双一流,10,92,false,true,false,true,false,false,false
RC00349,nanjing-forestry-university,南京林业大学,Nanjing Forestry University,江苏,南京市,地方公办,林业,双一流,10,93,false,true,false,false,false,false,false
RC00076,yangzhou-university,扬州大学,Yangzhou University,江苏,扬州市,地方公办,综合,地方公办,10,93,false,false,false,false,false,false,false
RC00352,nanjing-university-of-chinese-medicine,南京中医药大学,Nanjing University of Chinese Medicine,江苏,南京市,地方公办,中医药,双一流,10,中医3,false,true,false,false,false,false,false
RC00120,henan-university,河南大学,Henan University,河南,开封市,地方公办,综合,双一流,10,95,false,true,false,false,false,false,false
RC00866,duke-kunshan-university,昆山杜克大学,Duke Kunshan University,江苏,昆山市,中外合作,综合,合作高校,10,合作4,false,false,false,false,true,false,false
RC00616,guangdong-university-of-technology,广东工业大学,Guangdong University of Technology,广东,广州市,地方公办,理工,地方公办,10,96,false,false,false,false,false,false,false
RC00104,taiyuan-university-of-technology,太原理工大学,Taiyuan University of Technology,山西,太原市,地方公办,理工,双一流,10,97,false,true,false,true,false,false,false
RC00366,nanjing-university-of-information-science-technology,南京信息工程大学,Nanjing University of Information Science & Technology,江苏,南京市,地方公办,理工,双一流,10,98,false,true,false,false,false,false,false
RC00595,guangzhou-university-of-chinese-medicine,广州中医药大学,Guangzhou University of Chinese Medicine,广东,广州市,地方公办,中医药,双一流,10,中医4,false,true,false,false,false,false,false
RC00089,hangzhou-dianzi-university,杭州电子科技大学,Hangzhou Dianzi University,浙江,杭州市,地方公办,理工,地方公办,10,99,false,false,false,false,false,false,false
RC00133,capital-normal-university,首都师范大学,Capital Normal University,北京,北京市,地方公办,师范,双一流,10,100,false,true,false,false,false,false,false
RC00119,anhui-university,安徽大学,Anhui University,安徽,合肥市,地方公办,综合,双一流,10,101,false,true,false,true,false,false,false
RC00454,jiangxi-university-of-finance-economics,江西财经大学,Jiangxi University of Finance & Economics,江西,南昌市,地方公办,财经,地方公办,10,财7,false,false,false,false,false,false,false
RC00386,zhejiang-gongshang-university,浙江工商大学,Zhejiang Gongshang University,浙江,杭州市,地方公办,财经,地方公办,10,财8,false,false,false,false,false,false,false
RC00103,shanxi-university,山西大学,Shanxi University,山西,太原市,地方公办,综合,双一流,10,102,false,true,false,false,false,false,false
RC00865,xian-jiaotong-liverpool-university,西交利物浦大学,Xi'an Jiaotong-Liverpool University,江苏,苏州市,中外合作,综合,合作高校,10,合作5,false,false,false,false,true,false,false
RC00094,south-china-agricultural-university,华南农业大学,South China Agricultural University,广东,广州市,地方公办,农业,双一流,10,103,false,true,false,false,false,false,false
RC00477,shandong-normal-university,山东师范大学,Shandong Normal University,山东,济南市,地方公办,师范,地方公办,10,104,false,false,false,false,false,false,false
RC00608,guangzhou-university,广州大学,Guangzhou University,广东,广州市,地方公办,综合,地方公办,10,105,false,false,false,false,false,false,false
RC00143,china-foreign-affairs-university,外交学院,China Foreign Affairs University,北京,北京市,中央部属,语言,双一流,10,语4,false,true,false,false,false,false,false
RC00327,university-of-shanghai-for-science-and-technology,上海理工大学,University of Shanghai for Science and Technology,上海,上海市,地方公办,理工,地方公办,10,106,false,false,false,false,false,false,false
RC00182,hebei-university-of-technology,河北工业大学,Hebei University of Technology,天津,天津市,地方公办,理工,双一流,10,107,false,true,false,true,false,false,false
RC00093,qingdao-university,青岛大学,Qingdao University,山东,青岛市,地方公办,综合,地方公办,10,108,false,false,false,false,false,false,false
RC00957,shenzhen-msu-bit-university,深圳北理莫斯科大学,Shenzhen MSU-BIT University,广东,深圳市,中外合作,综合,合作高校,10,合作6,false,false,false,false,true,false,false
RC00102,yanshan-university,燕山大学,Yanshan University,河北,秦皇岛市,地方公办,理工,地方公办,10,109,false,false,false,false,false,false,false
RC00114,hebei-medical-university,河北医科大学,Hebei Medical University,河北,石家庄市,地方公办,医药,地方公办,10,医12,false,false,false,false,false,false,false
RC00125,kunming-university-of-science-and-technology,昆明理工大学,Kunming University of Science and Technology,云南,昆明市,地方公办,理工,地方公办,10,110,false,false,false,false,false,false,false
RC00728,xian-university-of-technology,西安理工大学,Xi'an University of Technology,陕西,西安市,地方公办,理工,地方公办,10,111,false,false,false,false,false,false,false
RC00376,zhejiang-sci-tech-university,浙江理工大学,Zhejiang Sci-Tech University,浙江,杭州市,地方公办,理工,地方公办,10,112,false,false,false,false,false,false,false
RC00115,dalian-medical-university,大连医科大学,Dalian Medical University,辽宁,大连市,地方公办,医药,地方公办,10,医13,false,false,false,false,false,false,false
RC00253,dalian-maritime-university,大连海事大学,Dalian Maritime University,辽宁,大连市,中央部属,综合,双一流,10,113,false,true,false,true,false,false,false
RC00142,capital-university-of-economics-business,首都经济贸易大学,Capital University of Economics & Business,北京,北京市,地方公办,财经,地方公办,10,财9,false,false,false,false,false,false,false
RC00231,inner-mongolia-university,内蒙古大学,Inner Mongolia University,内蒙古,呼和浩特市,地方公办,综合,双一流,10,114,false,true,false,true,false,false,false
RC00311,northeast-forestry-university-china,东北林业大学,Northeast Forestry University,黑龙江,哈尔滨市,教育部直属,林业,双一流,10,115,false,true,false,true,false,false,false
RC00090,hangzhou-normal-university,杭州师范大学,Hangzhou Normal University,浙江,杭州市,地方公办,师范,地方公办,10,116,false,false,false,false,false,false,false
RC00565,xiangtan-university,湘潭大学,Xiangtan University,湖南,湘潭市,地方公办,综合,双一流,10,117,false,true,false,false,false,false,false
RC00730,xian-university-of-architecture-and-technology,西安建筑科技大学,Xi'an University of Architecture and Technology,陕西,西安市,地方公办,理工,地方公办,10,118,false,false,false,false,false,false,false
RC00659,southwest-petroleum-university,西南石油大学,Southwest Petroleum University,四川,成都市,地方公办,理工,双一流,10,119,false,true,false,false,false,false,false
RC00137,beijing-language-and-culture-university,北京语言大学,Beijing Language and Culture University,北京,北京市,教育部直属,语言,教育部直属,10,语5,false,false,false,false,false,false,false
RC00338,east-china-university-of-political-science-and-law,华东政法大学,East China University of Political Science and Law,上海,上海市,地方公办,政法,地方公办,10,政2,false,false,false,false,false,false,false
RC00310,northeast-agricultural-university-china,东北农业大学,Northeast Agricultural University,黑龙江,哈尔滨市,地方公办,农业,双一流,10,120,false,true,false,true,false,false,false
RC00169,tianjin-university-of-traditional-chinese-medicine,天津中医药大学,Tianjin University of Traditional Chinese Medicine,天津,天津市,地方公办,中医药,双一流,10,中医5,false,true,false,false,false,false,false
RC00543,hubei-university,湖北大学,Hubei University,湖北,武汉市,地方公办,综合,地方公办,10,121,false,false,false,false,false,false,false
RC00668,chengdu-university-of-traditional-chinese-medicine,成都中医药大学,Chengdu University of Traditional Chinese Medicine,四川,成都市,地方公办,中医药,双一流,10,中医6,false,true,false,false,false,false,false
RC00108,fujian-agriculture-and-forestry-university,福建农林大学,Fujian Agriculture and Forestry University,福建,福州市,地方公办,农业,地方公办,10,122,false,false,false,false,false,false,false
RC00333,shanghai-normal-university,上海师范大学,Shanghai Normal University,上海,上海市,地方公办,师范,地方公办,10,123,false,false,false,false,false,false,false
RC00536,wuhan-university-of-science-and-technology,武汉科技大学,Wuhan University of Science and Technology,湖北,武汉市,地方公办,理工,地方公办,10,123,false,false,false,false,false,false,false
RC00091,anhui-medical-university,安徽医科大学,Anhui Medical University,安徽,合肥市,地方公办,医药,地方公办,10,医14,false,false,false,false,false,false,false
RC00651,southwest-university-of-political-science-and-law,西南政法大学,Southwest University of Political Science & Law,重庆,重庆市,地方公办,政法,地方公办,10,政3,false,false,false,false,false,false,false
RC00244,liaoning-university,辽宁大学,Liaoning University,辽宁,沈阳市,地方公办,综合,双一流,10,125,false,true,false,true,false,false,false
RC00449,jiangxi-normal-university,江西师范大学,Jiangxi Normal University,江西,南昌市,地方公办,师范,地方公办,10,126,false,false,false,false,false,false,false
RC00427,fujian-medical-university,福建医科大学,Fujian Medical University,福建,福州市,地方公办,医药,地方公办,10,医15,false,false,false,false,false,false,false
RC00660,chengdu-university-of-technology,成都理工大学,Chengdu University of Technology,四川,成都市,地方公办,理工,双一流,10,127,false,true,false,false,false,false,false
RC00379,zhejiang-chinese-medical-university,浙江中医药大学,Zhejiang Chinese Medical University,浙江,杭州市,地方公办,中医药,地方公办,10,中医7,false,false,false,false,false,false,false
RC00470,shandong-agricultural-university,山东农业大学,Shandong Agricultural University,山东,泰安市,地方公办,农业,地方公办,10,128,false,false,false,false,false,false,false
RC00384,wenzhou-university,温州大学,Wenzhou University,浙江,温州市,地方公办,综合,地方公办,10,129,false,false,false,false,false,false,false
RC00356,nanjing-university-of-finance-economics,南京财经大学,Nanjing University of Finance & Economics,江苏,南京市,地方公办,财经,地方公办,10,财10,false,false,false,false,false,false,false
RC00127,beijing-technology-and-business-university,北京工商大学,Beijing Technology and Business University,北京,北京市,地方公办,财经,地方公办,10,财11,false,false,false,false,false,false,false
RC00617,guangdong-university-of-foreign-studies,广东外语外贸大学,Guangdong University of Foreign Studies,广东,广州市,地方公办,语言,地方公办,10,语6,false,false,false,false,false,false,false
RC00179,hebei-university,河北大学,Hebei University,河北,保定市,地方公办,综合,地方公办,10,130,false,false,false,false,false,false,false
RC00395,zhejiang-university-of-finance-and-economics,浙江财经大学,Zhejiang University of Finance and Economics,浙江,杭州市,地方公办,财经,地方公办,10,财12,false,false,false,false,false,false,false
RC00777,xinjiang-university,新疆大学,Xinjiang University,新疆,乌鲁木齐市,地方公办,综合,双一流,10,131,false,true,false,true,false,false,false
RC00339,shanghai-university-of-sport,上海体育大学,Shanghai University of Sport,上海,上海市,地方公办,体育,双一流,10,体1,false,true,false,false,false,false,false
RC00733,shaanxi-university-of-science-and-technology,陕西科技大学,Shaanxi University of Science & Technology,陕西,西安市,地方公办,理工,地方公办,10,132,false,false,false,false,false,false,false
RC00215,shanxi-medical-university,山西医科大学,Shanxi Medical University,山西,太原市,地方公办,医药,地方公办,10,医16,false,false,false,false,false,false,false
RC00165,tiangong-university,天津工业大学,Tiangong University,天津,天津市,地方公办,理工,双一流,10,133,false,true,false,false,false,false,false
RC00124,sichuan-agricultural-university,四川农业大学,Sichuan Agricultural University,四川,雅安市,地方公办,农业,双一流,10,134,false,true,false,true,false,false,false
RC00568,changsha-university-of-science-and-technology,长沙理工大学,Changsha University of Science & Technology,湖南,长沙市,地方公办,理工,地方公办,10,135,false,false,false,false,false,false,false
RC00780,shihezi-university,石河子大学,Shihezi University,新疆,石河子市,地方公办,综合,双一流,10,135,false,true,false,true,false,false,false
RC00473,shandong-first-medical-university,山东第一医科大学,Shandong First Medical University,山东,济南市,地方公办,医药,地方公办,10,医17,false,false,false,false,false,false,false
RC00774,ningxia-university,宁夏大学,Ningxia University,宁夏,银川市,地方公办,综合,双一流,10,137,false,true,false,true,false,false,false
